iter,continuity,x-velocity,y-velocity
1,1.0,0.0003381707730391974,4.395314159327307e-05
2,0.6016218613287829,0.0002005741306756147,2.018412812115088e-05
3,0.37971814620441,0.0001241692078912829,9.876080369526445e-06
4,0.2241435547514353,8.214178887012848e-05,5.185646462951566e-06
5,0.130787705860112,5.526021650172082e-05,2.932106596531038e-06
6,0.09432821922467328,3.820116131155305e-05,1.803193194909586e-06
7,0.08689691696478916,2.726087109983076e-05,1.200732032561876e-06
8,0.07895971284338903,2.047548854597769e-05,8.793949031461383e-07
9,0.0668280899768883,1.63219486225643e-05,6.97743302313972e-07
10,0.05417650187482675,1.362852736833373e-05,5.985487351760163e-07
11,0.04374566016613933,1.185424333110841e-05,5.364406232825508e-07
12,0.03582041506249552,1.056637336373718e-05,4.894824361478326e-07
13,0.02992936758271424,9.583498446354222e-06,4.506745381148085e-07
14,0.0252070850659584,8.79916693658219e-06,4.149282101248486e-07
15,0.02217416340719388,8.158336572966441e-06,3.855303490129334e-07
16,0.01972960912034591,7.604875726721e-06,3.596329029597376e-07
17,0.01774321052167731,7.120986674759234e-06,3.361194786639161e-07
18,0.01607924065305485,6.694201760533429e-06,3.150474709877112e-07
19,0.01477039786556343,6.307028592120883e-06,2.966320529782755e-07
20,0.0137748998844988,5.954946664346365e-06,2.800920847888472e-07
21,0.01298637463978798,5.63134762241824e-06,2.652540245096504e-07
22,0.01230256510996579,5.333794775859572e-06,2.515993512452007e-07
23,0.01170600323975259,5.058810717514409e-06,2.389163064296437e-07
24,0.01117554827721825,4.802867737270238e-06,2.272678149716721e-07
25,0.01071770826608548,4.564436016801704e-06,2.165044362642939e-07
26,0.0102942878387969,4.341906999523501e-06,2.06536697315261e-07
27,0.009919525436341444,4.133283501549677e-06,1.972331057644539e-07
28,0.009586977634413189,3.937098938473225e-06,1.884232988668066e-07
29,0.009264288461467683,3.752608794557327e-06,1.801439834817698e-07
30,0.008955660095956929,3.578659227895664e-06,1.721137656589256e-07
31,0.008655424344736476,3.414085668712121e-06,1.643000707960695e-07
32,0.008355397327758767,3.258544146191561e-06,1.567606475096015e-07
33,0.008066628488933745,3.111469012683403e-06,1.493818165838298e-07
34,0.007787420509814553,2.972222206342794e-06,1.422727175546355e-07
35,0.007513444788363395,2.839788217226026e-06,1.353467150874439e-07
