iter,continuity,x-velocity,y-velocity
1,1.0,0.0003675243325465577,4.332880661106818e-05
2,0.5261677416164399,0.0002173058273547017,1.986552445562273e-05
3,0.3546758726114537,0.0001306497161765438,1.004478731432079e-05
4,0.2363146569733806,8.441712664700667e-05,5.752778285643278e-06
5,0.1539380924612225,5.659590242956982e-05,3.706457195529373e-06
6,0.1109629360074398,3.906637443094208e-05,2.636624472336797e-06
7,0.09195161631760834,2.784837976560638e-05,2.029520521345523e-06
8,0.0784144649070033,2.092013718939243e-05,1.664812794776304e-06
9,0.06515626504589332,1.668764073598234e-05,1.427134398965433e-06
10,0.05350509986487334,1.399739691934438e-05,1.276931399038311e-06
11,0.04427703634430617,1.214962771903606e-05,1.168784915258293e-06
12,0.03701390756402061,1.082100369123237e-05,1.079914422930186e-06
13,0.03113299652582258,9.795108586638088e-06,1.007070429052737e-06
14,0.02686113320240433,8.981498918263214e-06,9.473585153327611e-07
15,0.02318524649257723,8.313010560132057e-06,8.931267114673347e-07
16,0.0201548826768477,7.741089969216704e-06,8.454239578091743e-07
17,0.01776220850866008,7.243683702838319e-06,8.030665375948013e-07
18,0.01579557867285223,6.80371685263389e-06,7.652619217937997e-07
19,0.01422693092390125,6.408555540212787e-06,7.31627537566595e-07
20,0.01289859897894082,6.050905873447847e-06,7.008617513127184e-07
21,0.01240765967257291,5.723553827588855e-06,6.767737049359282e-07
22,0.01181084394309124,5.426665407613517e-06,6.529282224954035e-07
23,0.01121230496951917,5.152980042065495e-06,6.293944713640372e-07
24,0.01059159051773795,4.900224913148887e-06,6.062568731623177e-07
25,0.009410917541771058,4.665354734589392e-06,5.805248680710182e-07
26,0.009035983344602023,4.441666045538445e-06,5.599629320305186e-07
27,0.00865213496392507,4.233213268489978e-06,5.400519193067277e-07
28,0.008223962897078243,4.037547807184209e-06,5.204089188963509e-07
29,0.007779807713285863,3.853571913678631e-06,5.013186461855379e-07
30,0.007371218553417897,3.679808900564755e-06,4.829230613502243e-07
31,0.006970044634059511,3.515225652858101e-06,4.65010710968202e-07
32,0.006599838262240753,3.359602548273816e-06,4.476008072475232e-07
33,0.0062904145950714,3.212015777110343e-06,4.306673109979794e-07
34,0.005982792059648003,3.071760987052401e-06,4.142497762887959e-07
35,0.005698543947526071,2.938422208462918e-06,3.985828695932362e-07
36,0.005427924364039479,2.81157585191459e-06,3.836724639984727e-07
37,0.005189593342570207,2.690905913979635e-06,3.694398522700509e-07
38,0.00496832211476422,2.575622950366607e-06,3.557592535142998e-07
39,0.004760522155564185,2.465843623625744e-06,3.426857082864257e-07
40,0.004576637754661034,2.361267657687426e-06,3.300395911082853e-07
41,0.004416031693324721,2.26156086334727e-06,3.178783726510024e-07
42,0.004252291691316421,2.166533943911555e-06,3.061278899968193e-07
43,0.004088659828357285,2.075934966995067e-06,2.947505169255718e-07
44,0.003943239810705587,1.989512583623712e-06,2.838290210510262e-07
45,0.003805162313300144,1.907097508956096e-06,2.73368155022048e-07
46,0.003672441589298637,1.828587489104268e-06,2.633452355979504e-07
47,0.003545105448870654,1.753826284236392e-06,2.536810866287006e-07
48,0.003432510229946179,1.682661599828949e-06,2.444139367582896e-07
49,0.003315854231049756,1.614908958765481e-06,2.355433102949467e-07
50,0.003205818049429892,1.550451104872367e-06,2.270945225856685e-07
51,0.003104180145049528,1.488889218474173e-06,2.189803595849185e-07
52,0.003001996522779085,1.430174587404705e-06,2.112365923713914e-07
53,0.002904452843944767,1.374004076057498e-06,2.038170577371852e-07
54,0.002817981474315648,1.320291612390778e-06,1.966631302993627e-07
55,0.002736729858269703,1.268889463814126e-06,1.898008481288404e-07
56,0.002653137203559008,1.219723579870079e-06,1.831478026363369e-07
57,0.002577817275880375,1.17264100576415e-06,1.766827440826903e-07
58,0.002505802909299276,1.127283689735953e-06,1.704282369185618e-07
59,0.002435020581691692,1.083894211022475e-06,1.643898698669037e-07
60,0.002366741665965001,1.042159316240879e-06,1.585275583543681e-07
61,0.002313231911926273,1.001941176304052e-06,1.528225169192355e-07
62,0.002244105409652158,9.63255490154456e-07,1.472460762734531e-07
63,0.002180274376879501,9.261236191752882e-07,1.418128907649419e-07
64,0.00211966146342665,8.903321779449898e-07,1.365112093367231e-07
65,0.002065167302324494,8.559163491863938e-07,1.313307156243656e-07
66,0.002013534910971857,8.228431052448403e-07,1.262701614843606e-07
67,0.001961482947195423,7.910326534022509e-07,1.213333488122579e-07
68,0.001915737489945208,7.605456064577681e-07,1.165102576326861e-07
69,0.00186361128430711,7.311178233275501e-07,1.118033195680168e-07
70,0.001813817025431327,7.028090201034321e-07,1.072200391245975e-07
71,0.001766094186939095,6.755507464671239e-07,1.027591786577038e-07
72,0.001721176719218673,6.494194843909152e-07,9.840357386102696e-08
73,0.001675997449497332,6.243240106174189e-07,9.415887428127093e-08
74,0.001633391981450458,6.001745537795267e-07,9.003315418718589e-08
75,0.001589327366515049,5.769569090990222e-07,8.603968630899936e-08
76,0.001551421399858748,5.54660930240357e-07,8.218918876387513e-08
77,0.001505781498834816,5.333166832475086e-07,7.847486005820374e-08
78,0.001460592868522042,5.128492016496491e-07,7.491507643785428e-08
79,0.001420431382809026,4.932228702281324e-07,7.148398751194368e-08
80,0.001376055857326217,4.743965482062559e-07,6.819103107951507e-08
81,0.001333764278997184,4.564404178830192e-07,6.5016819366404e-08
82,0.00129122210860873,4.391956399459307e-07,6.19964059239618e-08
83,0.00125583015344588,4.226822927707999e-07,5.911268172590324e-08
84,0.001216600233231476,4.068351225924212e-07,5.638048885649095e-08
85,0.001179643834514081,3.915429665430916e-07,5.377991347684436e-08
86,0.001141004340267876,3.76833568782354e-07,5.131299109109838e-08
