iter,continuity,x-velocity,y-velocity
1,1.0,0.0001581088520425132,1.469040103543787e-05
2,0.6969222152298254,9.61041989783158e-05,7.158937871807378e-06
3,0.4853471919969352,5.730494072036522e-05,3.881822272574997e-06
4,0.3330400619932727,3.501568573559801e-05,2.293048420138038e-06
5,0.2403772293361905,2.22199791494218e-05,1.45458944093109e-06
6,0.1868945464687639,1.516556438932515e-05,9.819986470842954e-07
7,0.1570005834366919,1.108497068584992e-05,7.072601055956146e-07
8,0.1370364339964344,8.656070208305363e-06,5.457210866414086e-07
9,0.1133280659167853,7.137488998782403e-06,4.433336988547539e-07
10,0.09333506827244911,6.163226042839634e-06,3.807287864908616e-07
11,0.07626793170941643,5.490638182912491e-06,3.440960934755937e-07
12,0.06462762894647835,4.976062892944384e-06,3.199348160112601e-07
13,0.05597599198653881,4.58911169693541e-06,2.958950740955308e-07
14,0.04729515525924719,4.266340377019009e-06,2.701599555309615e-07
15,0.03995869395530719,4.000879774844233e-06,2.464111267036899e-07
16,0.03575682504505799,3.774209679906796e-06,2.299988254285575e-07
17,0.0328928900335371,3.568766352118641e-06,2.190820285785186e-07
18,0.02957248404244397,3.375470035493557e-06,2.115271864079701e-07
19,0.02625979858816348,3.20351470765551e-06,2.055658339944792e-07
20,0.02389753564519524,3.050608167175475e-06,2.001772855234789e-07
21,0.02283923840974857,2.914466390109372e-06,1.9473327895183e-07
22,0.02162989408866785,2.78644705947562e-06,1.874262565338859e-07
23,0.02021217361104462,2.673194922867051e-06,1.784424514036053e-07
24,0.01868866877874073,2.566441035695244e-06,1.692791069213355e-07
25,0.01760485166333574,2.470333968983155e-06,1.615464316828053e-07
26,0.01681568684456103,2.377187852306568e-06,1.556402364263299e-07
27,0.01600713057451348,2.289240569310704e-06,1.512048249791239e-07
28,0.01515927643290323,2.204900482077266e-06,1.47831641786557e-07
29,0.01582842578703743,2.125396452098956e-06,1.45184297327176e-07
30,0.01615240473374061,2.051769572749502e-06,1.426202947847546e-07
31,0.01605579154540226,1.984369865648656e-06,1.393102910244929e-07
32,0.01562379493993788,1.920537476190484e-06,1.351681284734832e-07
33,0.01503927591070032,1.859102777707979e-06,1.305714566732257e-07
34,0.01448246607714928,1.80024984973004e-06,1.260581617565283e-07
35,0.01396090263615502,1.744653390307788e-06,1.2210629914465e-07
36,0.01347107321362099,1.691476921505588e-06,1.187705001713369e-07
37,0.01299521779864899,1.640621517654012e-06,1.158978873597334e-07
38,0.01258307439137449,1.591621923276631e-06,1.1325048966088e-07
39,0.01224535588206215,1.544922915069455e-06,1.106527333156736e-07
40,0.01194836770014826,1.49999726140466e-06,1.079795513024592e-07
41,0.01164118543930664,1.457017024304211e-06,1.050372853432597e-07
42,0.01132570521441488,1.415449212452342e-06,1.01912272610128e-07
43,0.01100749657035145,1.375618069335393e-06,9.872388311759256e-08
44,0.01068019465935017,1.337553145767023e-06,9.560058761360232e-08
45,0.01039002163242606,1.300301123719458e-06,9.276410918099513e-08
46,0.0100750592580027,1.264717811113997e-06,9.012286636811869e-08
47,0.009823852645783906,1.229602010323413e-06,8.768437553082649e-08
48,0.009615241636723766,1.195651596309636e-06,8.530635690551744e-08
49,0.009426885694041645,1.162936903462637e-06,8.292445926161575e-08
50,0.009254522937553734,1.131344674113217e-06,8.051123329071281e-08
51,0.009072110933824434,1.100826150786921e-06,7.802862923843432e-08
52,0.008898095338089362,1.071256677407425e-06,7.55261505449378e-08
53,0.00871149628111535,1.042660375799386e-06,7.306231646596368e-08
54,0.008515795123090803,1.014956281209062e-06,7.070038571037522e-08
